team_id,TeamName,season,season_elo
1101,Abilene Chr,2014,1188.9637110497222
1101,Abilene Chr,2015,1140.4192036470238
1101,Abilene Chr,2016,1232.1032312986188
1101,Abilene Chr,2017,1246.346626224321
1101,Abilene Chr,2018,1320.3089367231314
1101,Abilene Chr,2019,1566.551695763187
1101,Abilene Chr,2020,1514.6180188858739
1101,Abilene Chr,2021,1671.5401161069867
1101,Abilene Chr,2022,1601.7215815169134
1101,Abilene Chr,2023,1440.246342450323
1101,Abilene Chr,2024,1487.7531264868314
1102,Air Force,1985,1355.2443028839002
1102,Air Force,1986,1286.0464587633198
1102,Air Force,1987,1358.8938851232035
1102,Air Force,1988,1291.69606350528
1102,Air Force,1989,1489.1493558993393
1102,Air Force,1990,1510.668591808777
1102,Air Force,1991,1378.8051889804458
1102,Air Force,1992,1312.9336964408574
1102,Air Force,1993,1301.881195938563
1102,Air Force,1994,1324.4288986735578
1102,Air Force,1995,1376.4719857418982
1102,Air Force,1996,1263.2947043679487
1102,Air Force,1997,1376.9353393095607
1102,Air Force,1998,1389.2757244834409
1102,Air Force,1999,1411.2000727180796
1102,Air Force,2000,1328.2802083609088
1102,Air Force,2001,1388.4760594592847
1102,Air Force,2002,1433.4766642004358
1102,Air Force,2003,1494.889890955949
1102,Air Force,2004,1745.4924899030316
1102,Air Force,2005,1705.5456734390627
1102,Air Force,2006,1768.1144326646233
1102,Air Force,2007,1753.2655999778456
1102,Air Force,2008,1599.3497927638243
1102,Air Force,2009,1385.0981770469791
1102,Air Force,2010,1380.2188943200226
1102,Air Force,2011,1583.6276546916697
1102,Air Force,2012,1511.3527890078963
1102,Air Force,2013,1647.5766106406675
1102,Air Force,2014,1435.2404108453713
1102,Air Force,2015,1531.101366910153
1102,Air Force,2016,1399.3913202400784
1102,Air Force,2017,1410.3690176619996
1102,Air Force,2018,1408.9203562834143
1102,Air Force,2019,1420.0700145416913
1102,Air Force,2020,1398.5081455586264
1102,Air Force,2021,1246.0522913135467
1102,Air Force,2022,1323.0322976567534
1102,Air Force,2023,1477.214819115988
1102,Air Force,2024,1405.133764081194
1103,Akron,1985,1399.3569177711167
1103,Akron,1986,1559.3399113286712
1103,Akron,1987,1573.3424311290084
1103,Akron,1988,1610.7839090487623
1103,Akron,1989,1662.5896505103822
1103,Akron,1990,1454.9736352172372
1103,Akron,1991,1438.6824935591453
1103,Akron,1992,1422.1939628332545
1103,Akron,1993,1299.8588117987445
1103,Akron,1994,1271.752059351986
1103,Akron,1995,1294.1926212017777
1103,Akron,1996,1184.0722921914373
1103,Akron,1997,1440.2140176826688
1103,Akron,1998,1622.5985211102468
1103,Akron,1999,1636.4327331766663
1103,Akron,2000,1570.6627586456566
1103,Akron,2001,1468.239249223591
1103,Akron,2002,1392.1526487628464
1103,Akron,2003,1523.359548129037
1103,Akron,2004,1476.8236343302979
1103,Akron,2005,1664.0963326647113
1103,Akron,2006,1704.8796623002224
1103,Akron,2007,1806.5923072143169
1103,Akron,2008,1676.2821526357698
1103,Akron,2009,1677.7773578979738
1103,Akron,2010,1646.4953939451975
1103,Akron,2011,1660.8454063413985
1103,Akron,2012,1702.290334218135
1103,Akron,2013,1780.9042418637882
1103,Akron,2014,1596.5357286823778
1103,Akron,2015,1611.4167661175657
1103,Akron,2016,1672.1548487599862
1103,Akron,2017,1681.4972083387827
1103,Akron,2018,1397.9557456786395
1103,Akron,2019,1546.052910605978
1103,Akron,2020,1731.523600490484
1103,Akron,2021,1639.7884680410755
1103,Akron,2022,1756.168474672436
1103,Akron,2023,1656.9005517904625
1103,Akron,2024,1619.1971787004238
1104,Alabama,1985,1718.7182397243994
1104,Alabama,1986,1807.924976718009
1104,Alabama,1987,1968.3168877887329
1104,Alabama,1988,1612.5891806789678
1104,Alabama,1989,1841.776973920268
1104,Alabama,1990,1869.0407999000652
1104,Alabama,1991,1859.2842425799627
1104,Alabama,1992,1779.6081407095885
1104,Alabama,1993,1713.7188095313336
1104,Alabama,1994,1792.414313228336
1104,Alabama,1995,1833.1615396948932
1104,Alabama,1996,1689.3957652159597
1104,Alabama,1997,1674.2614519922117
1104,Alabama,1998,1695.2563444603418
1104,Alabama,1999,1700.6313444508835
1104,Alabama,2000,1617.7507255070725
1104,Alabama,2001,1787.5004258551169
1104,Alabama,2002,1897.7789646282288
1104,Alabama,2003,1780.2905085232874
1104,Alabama,2004,1856.7133836171176
1104,Alabama,2005,1937.2404090816938
1104,Alabama,2006,1771.8774482010228
1104,Alabama,2007,1697.0297711454355
1104,Alabama,2008,1714.1587548785747
1104,Alabama,2009,1727.3692232059323
1104,Alabama,2010,1718.8764347565095
1104,Alabama,2011,1791.3971764407297
1104,Alabama,2012,1801.05997831807
1104,Alabama,2013,1785.417270219756
1104,Alabama,2014,1659.571013358798
1104,Alabama,2015,1699.6442057308539
1104,Alabama,2016,1729.9299119531036
1104,Alabama,2017,1780.6183088903156
1104,Alabama,2018,1793.5963024264622
1104,Alabama,2019,1724.0809158628992
1104,Alabama,2020,1728.9872625201574
1104,Alabama,2021,2014.8468310886817
1104,Alabama,2022,1761.523734981706
1104,Alabama,2023,2056.5502189034587
1104,Alabama,2024,1867.682720285465
1105,Alabama A&M,2000,1424.5701487374279
1105,Alabama A&M,2001,1382.893939291365
1105,Alabama A&M,2002,1397.515592069049
1105,Alabama A&M,2003,1129.1362553064912
1105,Alabama A&M,2004,1207.5680543365042
1105,Alabama A&M,2005,1347.5284746787586
1105,Alabama A&M,2006,1272.7765003582358
1105,Alabama A&M,2007,1106.8575935138233
1105,Alabama A&M,2008,1221.4117858194522
1105,Alabama A&M,2009,1065.4313816735316
1105,Alabama A&M,2010,1083.4380314945197
1105,Alabama A&M,2011,1144.7163624445034
1105,Alabama A&M,2012,1010.3828955393144
1105,Alabama A&M,2013,1058.8988397506635
1105,Alabama A&M,2014,1191.3980729663785
1105,Alabama A&M,2015,1128.755219182573
1105,Alabama A&M,2016,1121.248376858965
1105,Alabama A&M,2017,956.3723481518621
1105,Alabama A&M,2018,898.2397704136088
1105,Alabama A&M,2019,968.7861632464309
1105,Alabama A&M,2020,1049.7166678386593
1105,Alabama A&M,2021,1083.7689112281453
1105,Alabama A&M,2022,1214.0050755384834
1105,Alabama A&M,2023,1230.6629565821813
1105,Alabama A&M,2024,1245.7431761806383
1106,Alabama St,1985,1424.5489545964776
1106,Alabama St,1986,1323.2710840695909
1106,Alabama St,1987,1294.7212532344447
1106,Alabama St,1988,1191.1947260680085
1106,Alabama St,1989,1320.7018826489978
1106,Alabama St,1990,1296.543974205385
1106,Alabama St,1991,1422.314275990134
1106,Alabama St,1992,1290.7463636161472
1106,Alabama St,1993,1355.2848900406552
1106,Alabama St,1994,1430.3995241189548
1106,Alabama St,1995,1318.0208221967446
1106,Alabama St,1996,1086.6634815450461
1106,Alabama St,1997,1178.1560117026231
1106,Alabama St,1998,1249.4487188024232
1106,Alabama St,1999,1258.6002655032225
1106,Alabama St,2000,1297.896543343229
1106,Alabama St,2001,1469.851991694424
1106,Alabama St,2002,1342.6656012897017
1106,Alabama St,2003,1247.6910797165763
1106,Alabama St,2004,1365.885414217772
1106,Alabama St,2005,1248.897653116789
1106,Alabama St,2006,1215.6026001170173
1106,Alabama St,2007,1145.186220871235
1106,Alabama St,2008,1380.8670659549475
1106,Alabama St,2009,1450.3786969625796
